ID,Phylum,Class,Order,Family,Genus,Species,Similarity,Status
>OTU_330,Arthropoda,Insecta,Coleoptera,Carabidae,Dicheirotrichus,cognatus,100,Published
>OTU_331,Cnidaria,Hydrozoa,,,,,78.79,Published
>OTU_332,Arthropoda,Insecta,Coleoptera,,,,89.39,Published
>OTU_333,Arthropoda,Insecta,Coleoptera,Elateridae,Dalopius,,97.78,Published
>OTU_334,Arthropoda,Insecta,Diptera,Sphaeroceridae,Rachispoda,spatulata,100,Published
>OTU_335,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,saxosum,98.52,Published
>OTU_336,Arthropoda,Ostracoda,Podocopida,,,,85.37,Published
>OTU_337,Arthropoda,Insecta,Diptera,Empididae,Neoplasta,scapularis,98.52,Published
>OTU_338,Annelida,Clitellata,Haplotaxida,Naididae,Vejdovskyella,,100,Published
>OTU_339,Arthropoda,Insecta,,,,,82.56,Published
>OTU_340,Arthropoda,Insecta,Diptera,Chironomidae,,,96.21,Published
>OTU_341,Arthropoda,Insecta,Coleoptera,Scarabaeidae,,,92.06,Early-Release
>OTU_342,Arthropoda,Hexanauplia,,,,,84.44,Private
>OTU_343,Arthropoda,Insecta,Diptera,Chironomidae,,,99.26,Private
>OTU_344,Arthropoda,Insecta,Coleoptera,Dytiscidae,Platambus,,97.78,Published
>OTU_345,Arthropoda,Insecta,Coleoptera,Dytiscidae,,,91.67,Published
>OTU_346,Arthropoda,Insecta,Diptera,Chironomidae,Eukiefferiella,,97.78,Published
>OTU_347,Arthropoda,Ostracoda,Podocopida,Cyprididae,,,95.56,Published
>OTU_348,Arthropoda,Insecta,Diptera,Chironomidae,,,94.81,Private
>OTU_349,Arthropoda,Insecta,Diptera,Limoniidae,,,92.59,Published
>OTU_350,Arthropoda,Insecta,Archaeognatha,,,,88.15,Published
>OTU_351,Arthropoda,Insecta,Diptera,Chironomidae,,,92.59,Published
>OTU_352,Arthropoda,Insecta,Diptera,Chironomidae,,,94.81,Early-Release
>OTU_353,Arthropoda,Insecta,Diptera,Dixidae,,,98.52,Published
>OTU_354,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,93.33,Private
>OTU_355,Arthropoda,Insecta,Diptera,Chironomidae,,,96.3,Early-Release
>OTU_356,Arthropoda,Insecta,Diptera,Chironomidae,,,90.37,Published
>OTU_357,Arthropoda,Insecta,Diptera,Heleomyzidae,,,99.26,Published
>OTU_358,Arthropoda,Insecta,Diptera,Limoniidae,,,96.3,Published
>OTU_359,Arthropoda,Insecta,Coleoptera,,,,88.89,Published
>OTU_360,Arthropoda,Ostracoda,Podocopida,Cyprididae,Herpetocypris,chevreuxi,100,Published
>OTU_361,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladius,,100,Published
>OTU_362,Arthropoda,Insecta,Diptera,Chironomidae,,,95.56,Private
>OTU_363,Arthropoda,Insecta,Diptera,Simuliidae,,,94.07,Published
>OTU_364,Arthropoda,Insecta,Diptera,Calliphoridae,,,92.59,Published
>OTU_365,Arthropoda,Insecta,Diptera,Chironomidae,,,99.26,Published
>OTU_366,Arthropoda,Insecta,Coleoptera,Dytiscidae,,,94.07,Published
>OTU_367,Arthropoda,Insecta,Diptera,Ceratopogonidae,,,94.07,Published
>OTU_368,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,,,100,Published
>OTU_369,Arthropoda,Insecta,Coleoptera,,,,88.15,Published
>OTU_370,Arthropoda,Insecta,Diptera,Chironomidae,,,100,Published
>OTU_371,Arthropoda,Insecta,Coleoptera,Staphylinidae,,,100,Published
>OTU_372,Arthropoda,Insecta,Diptera,Chironomidae,,,100,Published
>OTU_373,Arthropoda,Insecta,Coleoptera,,,,86.82,Published
>OTU_374,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,bifurcatus,100,Published
>OTU_375,Arthropoda,Insecta,Diptera,Chironomidae,,,95.56,Private
>OTU_376,Gastrotricha,Gastrotricha_class_incertae_sedis,Chaetonotida,,,,86.51,Published
>OTU_377,Arthropoda,Hexanauplia,Harpacticoida,,,,85.61,Published
>OTU_378,Arthropoda,Insecta,Diptera,Limoniidae,,,100,Published
>OTU_379,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,,97.04,Published
>OTU_380,Arthropoda,Insecta,Coleoptera,,,,89.63,Early-Release
>OTU_381,Arthropoda,Insecta,Coleoptera,,,,88.89,Early-Release
>OTU_382,Arthropoda,Insecta,Diptera,Chironomidae,,,91.11,Published
>OTU_383,Arthropoda,Insecta,Diptera,Chironomidae,,,90.91,Early-Release
>OTU_384,Arthropoda,Diplopoda,,,,,79.26,Private
>OTU_385,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Acanthocyclops,,100,Early-Release
>OTU_386,Arthropoda,Insecta,Diptera,Chironomidae,,,94.78,Private
>OTU_387,Arthropoda,Insecta,Coleoptera,Elateridae,Meristhus,,98.52,Early-Release
>OTU_388,Arthropoda,Insecta,Diptera,Empididae,Wiedemannia,,99.26,Published
>OTU_389,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladius,,100,Published
>OTU_390,Arthropoda,Ostracoda,Podocopida,,,,88.89,Published
>OTU_391,Arthropoda,Insecta,Diptera,Limoniidae,Geranomyia,,100,Published
>OTU_392,Arthropoda,Ostracoda,Podocopida,Cyprididae,,,94.07,Published
>OTU_393,Arthropoda,Insecta,Ephemeroptera,Baetidae,Centroptilum,nr. conturbatum,100,Published
>OTU_394,Arthropoda,Insecta,Coleoptera,Anthribidae,,,93.33,Private
>OTU_395,Arthropoda,Insecta,Diptera,Chironomidae,,,94.81,Private
>OTU_396,Heterokontophyta,Oomycota,,,,,80.14,Published
>OTU_397,Arthropoda,Ostracoda,Podocopida,Podocopida_incertae_sedis,,,93.18,Published
>OTU_398,Arthropoda,Insecta,Odonata,Coenagrionidae,Argia,moesta,100,Published
>OTU_399,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,,98.52,Published
>OTU_400,Arthropoda,Insecta,Diptera,Dolichopodidae,,,91.85,Private
>OTU_401,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,columbiensis,100,Early-Release
>OTU_402,Ochrophyta,Phaeophyceae,Ectocarpales,Chordariaceae,,,91.85,Published
>OTU_403,Annelida,Clitellata,Enchytraeida,Enchytraeidae,,,100,Published
>OTU_404,Arthropoda,Insecta,Diptera,Chironomidae,,,99.26,Private
>OTU_405,Arthropoda,Insecta,Diptera,Chironomidae,Rheotanytarsus,,97.78,Published
>OTU_406,Arthropoda,Insecta,Diptera,,,,85.25,Published
>OTU_407,Arthropoda,Insecta,Diptera,Chironomidae,,,93.33,Published
>OTU_408,Arthropoda,Insecta,Diptera,Bombyliidae,Mythicomyia,,97.04,Published
>OTU_409,Arthropoda,Insecta,Trichoptera,Brachycentridae,Micrasema,,99.19,Published
>OTU_410,Arthropoda,Insecta,Diptera,Chironomidae,,,96.3,Published
>OTU_411,Arthropoda,Insecta,Diptera,Chironomidae,,,93.33,Published
>OTU_412,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,,,93.18,Published
>OTU_413,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Faculta,triangulella,100,Published
>OTU_414,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,iriartei,100,Private
>OTU_415,Arthropoda,Insecta,Diptera,Trichoceridae,,,93.33,Published
>OTU_416,Arthropoda,Insecta,Coleoptera,Staphylinidae,,,94.81,Published
>OTU_417,Arthropoda,Insecta,,,,,80.58,Published
>OTU_418,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,,97.73,Published
>OTU_419,Arthropoda,Insecta,Coleoptera,,,,88.62,Published
>OTU_420,Arthropoda,Insecta,Diptera,Chironomidae,,,92.59,Published
>OTU_421,Arthropoda,Insecta,,,,,78.05,Private
>OTU_422,Arthropoda,Insecta,Diptera,Chironomidae,,,98.52,Private
>OTU_423,Arthropoda,Hexanauplia,,,,,80.18,Published
>OTU_424,Arthropoda,Insecta,Diptera,Chironomidae,,,94.81,Private
>OTU_425,Arthropoda,Insecta,Diptera,Chironomidae,,,100,Private
>OTU_426,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,,96.67,Private
>OTU_427,Arthropoda,,,,,,95.24,Published
>OTU_428,Mollusca,Cephalopoda,,,,,79.07,Published
>OTU_429,Arthropoda,Insecta,Coleoptera,,,,88.89,Published
>OTU_430,Arthropoda,Ostracoda,Podocopida,Cyprididae,Cypridopsis,vidua,100,Published
>OTU_431,Arthropoda,Insecta,Coleoptera,Silphidae,,,90.15,Published
>OTU_432,Arthropoda,Insecta,Diptera,Chironomidae,,,98.52,Published
>OTU_433,Arthropoda,Insecta,Diptera,Chironomidae,,,92.31,Published
>OTU_434,Arthropoda,Arachnida,Trombidiformes,,,,86.82,Early-Release
>OTU_435,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,,95.56,Published
>OTU_436,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,,99.26,Published
>OTU_437,Arthropoda,Insecta,Diptera,Bombyliidae,Mythicomyia,,100,Published
>OTU_438,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,,98.41,Published
>OTU_439,Arthropoda,Insecta,Diptera,Chironomidae,,,91.85,Published
>OTU_440,Arthropoda,Insecta,Coleoptera,Chrysomelidae,,,90.83,Private
>OTU_441,Cnidaria,Anthozoa,,,,,77.27,Published
>OTU_442,Arthropoda,Insecta,Diptera,Chironomidae,,,93.33,Private
>OTU_443,Arthropoda,Insecta,Diptera,Limoniidae,Geranomyia,,100,Published
>OTU_444,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,,96.3,Published
>OTU_445,Arthropoda,Insecta,Lepidoptera,Lycaenidae,,,90,Early-Release
>OTU_446,Arthropoda,Insecta,Coleoptera,Scarabaeidae,,,90.7,Published
>OTU_447,Arthropoda,Insecta,Coleoptera,Scraptiidae,,,90.37,Published
>OTU_448,Arthropoda,Insecta,Diptera,Muscidae,,,92.59,Published
>OTU_449,Arthropoda,Insecta,Ephemeroptera,,,,85.93,Published
>OTU_450,Arthropoda,Insecta,Lepidoptera,Crambidae,Petrophila,kearfottalis,100,Published
>OTU_451,Arthropoda,Insecta,Coleoptera,Staphylinidae,Neohypnus,fragilis,100,Early-Release
>OTU_452,Arthropoda,Insecta,Coleoptera,Chrysomelidae,,,90.15,Private
>OTU_453,Arthropoda,Insecta,Diptera,Chironomidae,,,94.81,Private
>OTU_454,Arthropoda,Insecta,Diptera,Chironomidae,,,91.85,Published
>OTU_455,Arthropoda,Insecta,Diptera,Chironomidae,,,97.78,Private
>OTU_456,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,,98.52,Private
>OTU_457,Arthropoda,Insecta,Diptera,Chironomidae,,,91.11,Private
>OTU_458,Arthropoda,Insecta,Coleoptera,Gyrinidae,,,90,Published
>OTU_459,Cnidaria,Anthozoa,,,,,78.52,Published
>OTU_460,Arthropoda,Insecta,Diptera,Chironomidae,Dicrotendipes,,100,Published
>OTU_461,Arthropoda,Insecta,Diptera,Chironomidae,,,95.56,Published
>OTU_462,Arthropoda,Insecta,Diptera,Chironomidae,Paratendipes,,100,Published
>OTU_463,Arthropoda,Ostracoda,,,,,82.22,Published
>OTU_464,Arthropoda,Insecta,Diptera,Chironomidae,Thienemanniella,xena,100,Published
>OTU_465,Arthropoda,Insecta,Coleoptera,Carabidae,,,90.15,Published
>OTU_466,Rhodophyta,Florideophyceae,,,,,83.05,Published
>OTU_467,Ochrophyta,Phaeophyceae,,,,,58.06,Published
>OTU_468,Arthropoda,Insecta,Neuroptera,Coniopterygidae,,,99.26,Published
>OTU_469,Arthropoda,Insecta,Diptera,Bombyliidae,,,100,Published
>OTU_470,Arthropoda,Insecta,Diptera,,,,87.41,Published
>OTU_471,Porifera,Demospongiae,,,,,77.78,Published
>OTU_472,Arthropoda,Insecta,Diptera,Chironomidae,,,98.52,Published
>OTU_473,Arthropoda,Insecta,Trichoptera,Hydroptilidae,Hydroptila,consimilis,100,Private
>OTU_474,Arthropoda,Ostracoda,Podocopida,Cyprididae,,,95.56,Published
>OTU_475,Arthropoda,Insecta,Diptera,Ceratopogonidae,,,100,Private
>OTU_476,Arthropoda,Insecta,Coleoptera,,,,89.39,Published
>OTU_477,Arthropoda,Insecta,Diptera,Chironomidae,,,91.11,Published
>OTU_478,Arthropoda,Insecta,,,,,77.68,Private
>OTU_479,Cnidaria,Anthozoa,,,,,82.5,Published
>OTU_480,Arthropoda,Insecta,Coleoptera,Silphidae,,,90.15,Published
>OTU_481,Arthropoda,Insecta,Diptera,Chironomidae,,,96.3,Private
>OTU_482,Arthropoda,Insecta,Diptera,Chironomidae,,,92.42,Published
>OTU_483,Arthropoda,Insecta,Diptera,Ceratopogonidae,,,100,Published
>OTU_484,Arthropoda,Insecta,Diptera,Tachinidae,Medina,luctuosa,100,Published
>OTU_485,Arthropoda,Insecta,Coleoptera,Carabidae,,,92.91,Published
>OTU_486,Arthropoda,Insecta,Diptera,Chironomidae,,,90.37,Early-Release
>OTU_487,Arthropoda,Insecta,Diptera,Dolichopodidae,Tachytrechus,,100,Published
>OTU_488,Annelida,Clitellata,Haplotaxida,Naididae,Tubifex,tubifex,100,Published
>OTU_489,Arthropoda,Insecta,Diptera,Dolichopodidae,,,96.3,Published
>OTU_490,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,melanogaster,100,Published
>OTU_491,Arthropoda,Insecta,Coleoptera,Oedemeridae,,,91.11,Published
>OTU_492,Arthropoda,Ostracoda,Podocopida,Cyprididae,,,100,Published
>OTU_493,Arthropoda,Insecta,Coleoptera,Staphylinidae,,,100,Published
>OTU_494,Arthropoda,Insecta,Archaeognatha,,,,87.41,Published
>OTU_495,Arthropoda,Ostracoda,Podocopida,,,,87.41,Published
>OTU_496,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match
>OTU_497,Arthropoda,Insecta,Diptera,Chironomidae,Rheocricotopus,robacki,100,Published
>OTU_498,Arthropoda,Insecta,Coleoptera,Dytiscidae,,,91.11,Private
>OTU_499,Arthropoda,Insecta,Diptera,Chironomidae,Micropsectra,polita,100,Published
>OTU_500,Arthropoda,Insecta,Diptera,Ephydridae,Parydra,fossarum,99.26,Published
>OTU_501,Arthropoda,Insecta,Coleoptera,Haliplidae,,,90.8,Private
>OTU_502,Arthropoda,Insecta,Coleoptera,,,,85.61,Published
>OTU_503,No Match,No Match,No Match,No Match,No Match,No Match,No Match,No Match
>OTU_504,Arthropoda,Insecta,Diptera,Tabanidae,Hybomitra,,97.04,Published
>OTU_505,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,,95.56,Published
>OTU_506,Arthropoda,Insecta,Diptera,Chironomidae,,,98.52,Published
>OTU_507,Arthropoda,Insecta,Diptera,Chironomidae,,,97.78,Private
>OTU_508,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,,97.78,Published
>OTU_509,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,,96.99,Published
>OTU_510,Arthropoda,Insecta,Ephemeroptera,Baetidae,Baetis,,96.21,Published
>OTU_511,Arthropoda,Insecta,Lepidoptera,Crambidae,Petrophila,nr. kearfottalis,100,Published
>OTU_512,Annelida,Clitellata,Haplotaxida,,,,85.33,Private
>OTU_513,Arthropoda,Insecta,Diptera,Ceratopogonidae,,,91.11,Private
>OTU_514,Arthropoda,Insecta,Diptera,Chironomidae,,,91.85,Published
>OTU_515,Arthropoda,Insecta,Diptera,,,,89.63,Private
>OTU_516,Chordata,Elasmobranchii,,,,,79.05,Published
>OTU_517,Arthropoda,Insecta,Diptera,Chironomidae,,,99.26,Private
>OTU_518,Arthropoda,Insecta,Plecoptera,Capniidae,,,92.59,Private
>OTU_519,Arthropoda,Collembola,,,,,80.34,Private
>OTU_520,Arthropoda,Insecta,Diptera,Chironomidae,Micropsectra,,100,Published
>OTU_521,Arthropoda,Insecta,Diptera,Dolichopodidae,Tachytrechus,angustipennis,99.26,Published
>OTU_522,Arthropoda,Insecta,Diptera,Chironomidae,,,100,Published
>OTU_523,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Faculta,,100,Published
>OTU_524,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,,96.3,Published
>OTU_525,Arthropoda,Insecta,Coleoptera,Silphidae,,,90.15,Published
>OTU_526,Arthropoda,Insecta,,,,,81.71,Published
>OTU_527,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,,99.24,Published
>OTU_528,Arthropoda,Ostracoda,Podocopida,Cyprididae,Cypridopsis,vidua,98.2,Published
>OTU_529,Arthropoda,Insecta,Diptera,Tachinidae,,,91.85,Published
>OTU_530,Arthropoda,Insecta,Coleoptera,Scarabaeidae,,,92.59,Early-Release
>OTU_531,Arthropoda,Insecta,Diptera,Dolichopodidae,,,97.78,Private
>OTU_532,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,,99.26,Early-Release
>OTU_533,Arthropoda,Insecta,Coleoptera,Silphidae,,,90.37,Private
>OTU_534,Arthropoda,Insecta,Diptera,Chironomidae,,,92.59,Private
>OTU_535,Arthropoda,Insecta,Diptera,Chironomidae,,,99.26,Published
>OTU_536,Arthropoda,Insecta,Diptera,Chironomidae,Eukiefferiella,,97.04,Published
>OTU_537,Arthropoda,Insecta,Diptera,Ephydridae,Scatella,,100,Published
>OTU_538,Arthropoda,Ostracoda,Podocopida,Podocopida_incertae_sedis,,,91.85,Published
>OTU_539,Arthropoda,Insecta,Archaeognatha,,,,88.06,Published
>OTU_540,Arthropoda,Insecta,Diptera,Chironomidae,Cryptochironomus,,97.76,Published
>OTU_541,Arthropoda,Insecta,Coleoptera,Buprestidae,Chrysobothris,merkelii,99.26,Published
>OTU_542,Arthropoda,Insecta,Diptera,Ceratopogonidae,,,100,Published
>OTU_543,Porifera,Demospongiae,,,,,80.3,Published
>OTU_544,Arthropoda,Insecta,Diptera,Limoniidae,,,90.91,Published
>OTU_545,Arthropoda,Insecta,Archaeognatha,,,,89.63,Published
>OTU_546,Arthropoda,Insecta,Diptera,Chironomidae,,,100,Published
>OTU_547,Arthropoda,Insecta,Diptera,Chironomidae,,,94.07,Private
>OTU_548,Arthropoda,Insecta,Diptera,Fanniidae,,,91.11,Published
>OTU_549,Cnidaria,Hydrozoa,,,,,78.03,Published
>OTU_550,Heterokontophyta,Oomycota,,,,,78.05,Published
>OTU_551,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,trifascia,100,Published
>OTU_552,Arthropoda,Insecta,Diptera,Ceratopogonidae,,,95.56,Early-Release
>OTU_553,Arthropoda,Insecta,Diptera,Chironomidae,,,90.37,Published
>OTU_554,Arthropoda,Insecta,Diptera,Chironomidae,,,100,Private
>OTU_555,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,bicinctus grp.,99.19,Published
>OTU_556,Arthropoda,Branchiopoda,,,,,77.78,Published
>OTU_557,Arthropoda,Insecta,Coleoptera,,,,89.39,Published
>OTU_558,Arthropoda,Insecta,Coleoptera,Cleridae,,,90.3,Published
>OTU_559,Arthropoda,Insecta,Diptera,Muscidae,,,92.59,Published
>OTU_560,Arthropoda,Insecta,Diptera,Limoniidae,Antocha,,97.04,Published
>OTU_561,Arthropoda,Insecta,Diptera,Chironomidae,,,100,Published
>OTU_562,Rhodophyta,Florideophyceae,,,,,80,Private
>OTU_563,Arthropoda,Insecta,Coleoptera,,,,86.82,Private
>OTU_564,Arthropoda,Insecta,Diptera,Chironomidae,Procladius,,100,Published
>OTU_565,Arthropoda,Insecta,Diptera,Agromyzidae,Liriomyza,septentrionalis,98.52,Published
>OTU_566,Arthropoda,Insecta,Diptera,Empididae,Neoplasta,,100,Published
>OTU_567,Arthropoda,Ostracoda,Podocopida,Cyprididae,,,93.33,Published
>OTU_568,Arthropoda,Insecta,Diptera,Rhagionidae,Chrysopilus,,100,Published
>OTU_569,Arthropoda,Insecta,Diptera,Chironomidae,,,97.04,Private
>OTU_570,Arthropoda,Insecta,Coleoptera,Carabidae,,,90.91,Published
>OTU_571,Arthropoda,Insecta,Diptera,Ceratopogonidae,,,94.07,Published
>OTU_572,Arthropoda,Insecta,Diptera,Chironomidae,,,93.23,Private
>OTU_573,Annelida,Clitellata,Haplotaxida,Naididae,Chaetogaster,diastrophus,98.52,Published
>OTU_574,Arthropoda,Insecta,Diptera,Milichiidae,Madiza,,99.26,Published
>OTU_575,Arthropoda,Arachnida,Solifugae,Eremobatidae,,,97.04,Early-Release
>OTU_576,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Scrobipalpula,sp. nr. diffluella,98.48,Early-Release
>OTU_577,Arthropoda,Insecta,Archaeognatha,,,,86.67,Published
>OTU_578,Arthropoda,Ostracoda,Podocopida,Cyprididae,,,99.26,Published
>OTU_579,Arthropoda,Insecta,Coleoptera,Silphidae,,,91.67,Published
>OTU_580,Arthropoda,Insecta,,,,,82.29,Published
>OTU_581,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladius,,96.3,Published
>OTU_582,Arthropoda,Insecta,Diptera,Chironomidae,Psectrocladius,platypus,100,Published
>OTU_583,Arthropoda,Insecta,Diptera,Blephariceridae,Philorus,,95.56,Private
>OTU_584,Arthropoda,Insecta,Diptera,Chironomidae,,,94.81,Published
>OTU_585,Arthropoda,Insecta,Diptera,Chironomidae,,,92.59,Private
>OTU_586,Arthropoda,Insecta,Diptera,Chironomidae,,,91.85,Early-Release
>OTU_587,Arthropoda,Insecta,Diptera,Chironomidae,,,94.81,Published
>OTU_588,Annelida,Clitellata,Haplotaxida,Naididae,,,90.91,Published
>OTU_589,Arthropoda,Insecta,Ephemeroptera,Baetidae,Fallceon,quilleri A BG,99.22,Published
>OTU_590,Arthropoda,Insecta,Diptera,Psychodidae,Psychoda,cinerea,100,Published
>OTU_592,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,,97.04,Published
>OTU_593,Arthropoda,Insecta,Diptera,Chironomidae,,,96.3,Private
>OTU_594,Arthropoda,Insecta,Ephemeroptera,,,,88.15,Published
>OTU_595,Arthropoda,Insecta,Diptera,Chironomidae,Procladius,,100,Published
>OTU_597,Arthropoda,Insecta,Diptera,Anthomyiidae,,,99.26,Published
>OTU_598,Arthropoda,Insecta,Lepidoptera,Geometridae,Stenoporpia,pulchella,99.22,Published
>OTU_599,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,,95.56,Early-Release
>OTU_600,Arthropoda,Insecta,Diptera,Cecidomyiidae,,,95.56,Published
>OTU_601,Arthropoda,Arachnida,Trombidiformes,,,,85.27,Published
>OTU_603,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,,95.56,Private
>OTU_604,Arthropoda,Insecta,Diptera,Stratiomyidae,,,92.5,Published
>OTU_605,Annelida,Clitellata,,,,,82.67,Private
>OTU_606,Arthropoda,Insecta,Coleoptera,Carabidae,Platynus,brunneomarginatus,100,Early-Release
>OTU_607,Arthropoda,Insecta,Diptera,Muscidae,Limnophora,,95.56,Private
>OTU_608,Arthropoda,Insecta,Diptera,Limoniidae,,,93.33,Published
>OTU_610,Arthropoda,Insecta,Coleoptera,Hydrophilidae,,,94.07,Published
>OTU_611,Arthropoda,Hexanauplia,,,,,84.26,Private
>OTU_612,Arthropoda,Insecta,Diptera,Chironomidae,,,94.81,Published
>OTU_613,Arthropoda,Insecta,,,,,77.04,Published
>OTU_614,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,,97.78,Published
>OTU_615,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,,97.78,Private
>OTU_616,Arthropoda,Insecta,Diptera,,,,87.41,Published
>OTU_617,Arthropoda,Insecta,Coleoptera,Hybosoridae,,,90.3,Private
>OTU_618,Arthropoda,Insecta,Diptera,Chironomidae,,,100,Published
>OTU_619,Arthropoda,Hexanauplia,,,,,84.44,Published
>OTU_620,Arthropoda,Insecta,Diptera,Agromyzidae,,,96.3,Published
>OTU_621,Arthropoda,Insecta,Diptera,Chironomidae,,,99.26,Published
>OTU_622,Arthropoda,Insecta,Coleoptera,,,,89.63,Published
>OTU_623,Arthropoda,Insecta,Coleoptera,Carabidae,,,90.48,Published
>OTU_624,Arthropoda,Insecta,Diptera,Culicidae,Culiseta,impatiens,99.26,Published
>OTU_625,Mollusca,Gastropoda,,Physidae,,,92.59,Published
>OTU_626,Mollusca,Gastropoda,,Physidae,,,94.07,Published
>OTU_627,Arthropoda,Insecta,Diptera,Chironomidae,,,94.81,Published
>OTU_628,Arthropoda,Insecta,Diptera,Chironomidae,Corynoneura,,95.56,Published
>OTU_629,Arthropoda,Branchiopoda,Anomopoda,Chydoridae,Alona,circumfibriata,100,Private
>OTU_630,Annelida,Clitellata,Enchytraeida,,,,85.93,Early-Release
>OTU_631,Arthropoda,Insecta,Diptera,Chironomidae,,,94.07,Private
>OTU_632,Arthropoda,Insecta,Diptera,Chironomidae,Smittia,,97.78,Published
>OTU_633,Arthropoda,Insecta,Diptera,Chironomidae,,,94.07,Published
>OTU_634,Arthropoda,Insecta,Coleoptera,Staphylinidae,,,91.11,Published
>OTU_635,Arthropoda,Insecta,Diptera,Chironomidae,,,94.81,Private
>OTU_636,Arthropoda,Insecta,Diptera,Chironomidae,,,91.85,Private
>OTU_637,Arthropoda,Insecta,Coleoptera,Staphylinidae,Oxypoda,lacustris,100,Published
>OTU_639,Arthropoda,Insecta,Diptera,Ceratopogonidae,,,100,Published
>OTU_640,Arthropoda,Insecta,Diptera,Ceratopogonidae,,,91.11,Private
>OTU_641,Arthropoda,Insecta,Diptera,Drosophilidae,,,92.59,Published
>OTU_642,Arthropoda,Insecta,Diptera,Chironomidae,,,94.81,Published
>OTU_643,Porifera,Demospongiae,,,,,75.83,Published
>OTU_645,Arthropoda,Insecta,Coleoptera,Chrysomelidae,,,90.15,Private
>OTU_646,Arthropoda,Insecta,Diptera,Ceratopogonidae,,,100,Published
>OTU_647,Arthropoda,Insecta,,,,,82.84,Published
>OTU_648,Basidiomycota,Agaricomycetes,,,,,80.45,Published
>OTU_649,Annelida,Clitellata,Haplotaxida,,,,88.62,Published
>OTU_650,Arthropoda,Insecta,Diptera,Bombyliidae,,,93.33,Early-Release
>OTU_651,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,,97.04,Published
>OTU_652,Arthropoda,Insecta,Diptera,Ceratopogonidae,,,92.59,Private
>OTU_653,Arthropoda,Insecta,Diptera,Chironomidae,,,93.33,Private
>OTU_654,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,,95,Private
>OTU_655,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,,97.04,Published
>OTU_656,Arthropoda,Insecta,Diptera,Chironomidae,,,98.52,Published
>OTU_657,Mollusca,Gastropoda,,Physidae,,,92.59,Published
>OTU_658,Arthropoda,Insecta,Coleoptera,Scarabaeidae,,,92.42,Early-Release
>OTU_659,Rhodophyta,Florideophyceae,,,,,81.93,Private
>OTU_660,Arthropoda,Insecta,Diptera,Bombyliidae,Mythicomyia,,95.56,Early-Release
>OTU_661,Arthropoda,Insecta,Lepidoptera,Tineidae,Acrolophus,,97.78,Early-Release
>OTU_662,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladius,,100,Published
>OTU_663,Arthropoda,Insecta,Coleoptera,Lampyridae,Pyropyga,nigricans,99.26,Published
>OTU_664,Arthropoda,Insecta,Diptera,Simuliidae,,,100,Published
>OTU_665,Arthropoda,Insecta,Archaeognatha,,,,86.67,Private
>OTU_666,Arthropoda,Insecta,Coleoptera,Dytiscidae,Ilybiosoma,perplexum,99.26,Published
>OTU_667,Arthropoda,Insecta,Diptera,Chironomidae,Nanocladius,balticus,99.26,Published
>OTU_668,Arthropoda,Insecta,Diptera,Chironomidae,,,96.3,Published
